Longitude (x),Latitude (y),Year,Month,Day,Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,Is Row Missing Value,% Of Dataset That Contains Missing Values
-79.4,43.63,2020,1,30,08:00:00,-3.6,-5.9,84,6,13,16.1,101.67,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,09:00:00,-3.3,-5.3,86,7,18,16.1,101.68,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,10:00:00,-3.2,-5.2,86,6,15,16.1,101.67,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,11:00:00,-2.3,-4.2,87,10,8,16.1,101.7,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,12:00:00,-1.7,-5.7,74,9,13,16.1,101.69,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,13:00:00,-2.1,-5,81,6,22,16.1,101.62,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,14:00:00,-2,-5,80,7,18,16.1,101.56,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,15:00:00,-2.1,-5.9,75,6,22,16.1,101.52,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,16:00:00,-1.6,-5,78,5,18,16.1,101.52,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,17:00:00,-1.5,-5,77,6,22,16.1,101.49,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,18:00:00,-1.4,-4.9,77,5,15,16.1,101.53,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,19:00:00,-1.2,-4.7,77,8,17,16.1,101.56,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,20:00:00,-1.5,-5.4,75,8,15,16.1,101.6,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,21:00:00,-1.9,-5.4,77,6,18,16.1,101.61,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,22:00:00,-2,-5.9,75,5,17,16.1,101.58,No Precipitation or Fog,,
-79.4,43.63,2020,1,30,23:00:00,-2.3,-6.2,75,6,18,16.1,101.56,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,00:00:00,-2.6,-6.1,77,6,11,16.1,101.57,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,01:00:00,-2.5,-6.1,77,6,13,16.1,101.56,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,02:00:00,-2.4,-5.6,79,6,13,16.1,101.55,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,03:00:00,-2.6,-5.8,79,6,11,16.1,101.58,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,04:00:00,-2.6,-5.6,80,6,13,16.1,101.54,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,05:00:00,-2.7,-5.7,80,6,13,16.1,101.57,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,06:00:00,-2.2,-4.9,82,6,13,16.1,101.57,Snow,,
-79.4,43.63,2020,1,31,07:00:00,-1.9,-4.6,82,8,11,16.1,101.58,Snow,,
-79.4,43.63,2020,1,31,08:00:00,-1.8,-4.3,83,10,5,16.1,101.6,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,09:00:00,-0.9,-4.4,77,10,8,16.1,101.59,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,10:00:00,-0.6,-4.9,73,8,11,16.1,101.6,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,11:00:00,-0.2,-4.8,71,10,8,16.1,101.57,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,12:00:00,0,-4.8,70,10,8,16.1,101.47,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,13:00:00,0.2,-4.5,71,14,9,16.1,101.42,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,14:00:00,0.2,-3.7,75,13,8,16.1,101.38,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,15:00:00,0.4,-3.7,74,14,11,16.1,101.33,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,16:00:00,0.3,-3.7,75,12,9,16.1,101.28,Rain,,
-79.4,43.63,2020,1,31,17:00:00,0.1,-4.2,73,13,5,16.1,101.3,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,18:00:00,0,-4.6,72,13,4,16.1,101.28,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,19:00:00,-0.7,-3.7,81,,4,6.4,101.31,Snow,MISSING VALUE,
-79.4,43.63,2020,1,31,20:00:00,-0.9,-3.1,85,,0,16.1,101.3,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,1,31,21:00:00,-0.9,-3.6,82,,0,16.1,101.26,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,1,31,22:00:00,-1.9,-3.6,88,9,4,16.1,101.19,No Precipitation or Fog,,
-79.4,43.63,2020,1,31,23:00:00,-1.1,-3.2,86,28,5,16.1,101.15,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,00:00:00,-1,-3.1,86,29,5,16.1,101.08,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,01:00:00,-1.2,-3.4,85,31,8,16.1,101.04,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,02:00:00,-1.2,-3.4,85,31,5,16.1,100.98,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,03:00:00,-1.9,-3.6,88,29,4,14.5,100.95,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,04:00:00,-1.3,-3.3,86,28,8,14.5,100.92,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,05:00:00,-1.1,-3.8,82,30,4,16.1,100.86,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,06:00:00,-1.1,-3.9,81,27,8,16.1,100.81,Snow,,
-79.4,43.63,2020,2,1,07:00:00,-0.9,-3.6,82,22,9,16.1,100.77,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,08:00:00,-0.6,-3.2,83,23,9,16.1,100.75,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,09:00:00,-0.2,-2.9,82,24,11,16.1,100.69,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,10:00:00,-0.2,-2.9,82,24,13,14.5,100.65,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,11:00:00,0,-2.9,81,24,9,11.3,100.58,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,12:00:00,0.3,-3.1,78,23,11,14.5,100.47,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,13:00:00,0.5,-2.8,79,21,15,14.5,100.34,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,14:00:00,1,-3,75,20,17,16.1,100.18,No Precipitation or Fog,,
-79.4,43.63,2020,2,1,15:00:00,0.6,-4.4,70,20,18,16.1,100.08,"Rain,Snow",,
-79.4,43.63,2020,2,1,16:00:00,-0.1,-2.6,83,20,13,4.8,100.01,Snow,,
-79.4,43.63,2020,2,1,17:00:00,0,-2.4,84,20,15,12.9,99.94,Rain,,
-79.4,43.63,2020,2,1,18:00:00,-0.4,-1.8,90,19,15,3.6,99.91,Snow,,
-79.4,43.63,2020,2,1,19:00:00,-0.4,-1.4,93,20,17,2.8,99.87,Snow,,
-79.4,43.63,2020,2,1,20:00:00,-0.3,-1.3,93,21,21,4,99.82,Snow,,
-79.4,43.63,2020,2,1,21:00:00,-0.1,-1.3,92,21,21,9.7,99.75,Snow,,
-79.4,43.63,2020,2,1,22:00:00,-0.1,-1.3,92,21,24,4.8,99.65,Snow,,
-79.4,43.63,2020,2,1,23:00:00,0.3,-1.3,89,22,26,16.1,99.6,Rain,,
-79.4,43.63,2020,2,2,00:00:00,0.5,-1.3,88,23,24,16.1,99.49,Rain,,
-79.4,43.63,2020,2,2,01:00:00,0.5,-1.1,89,23,22,16.1,99.4,Rain,,
-79.4,43.63,2020,2,2,02:00:00,0.5,-1,90,23,21,16.1,99.35,No Precipitation or Fog,,
-79.4,43.63,2020,2,2,03:00:00,0.5,-1,90,24,18,12.9,99.3,No Precipitation or Fog,,
-79.4,43.63,2020,2,2,04:00:00,0.7,-1.2,87,25,9,11.3,99.28,No Precipitation or Fog,,
-79.4,43.63,2020,2,2,05:00:00,1.1,-1.1,85,27,13,12.9,99.22,No Precipitation or Fog,,
-79.4,43.63,2020,2,2,06:00:00,0.9,-1.7,83,25,24,16.1,99.21,No Precipitation or Fog,,
-79.4,43.63,2020,2,2,07:00:00,0.6,-1.8,84,24,18,16.1,99.19,No Precipitation or Fog,,
-79.4,43.63,2020,2,2,08:00:00,1,-1.1,86,22,26,16.1,99.1,No Precipitation or Fog,,
-79.4,43.63,2020,2,2,09:00:00,0.3,-0.4,95,22,22,2.4,99.09,Snow,,
-79.4,43.63,2020,2,2,10:00:00,0.3,-0.1,97,22,13,1.6,98.98,Snow,,
-79.4,43.63,2020,2,2,11:00:00,0.4,0.1,98,20,18,1.6,98.89,Snow,,
-79.4,43.63,2020,2,2,12:00:00,0.6,0.3,98,20,18,3.2,98.76,Snow,,
-79.4,43.63,2020,2,2,13:00:00,0.7,0.4,98,18,13,4,98.62,Snow,,
-79.4,43.63,2020,2,2,14:00:00,1.3,0.6,95,17,11,11.3,98.56,Rain,,
-79.4,43.63,2020,2,2,15:00:00,1.4,0.7,95,16,9,12.9,98.53,Rain,,
-79.4,43.63,2020,2,2,16:00:00,1.5,0.6,94,14,8,16.1,98.59,No Precipitation or Fog,,
-79.4,43.63,2020,2,2,17:00:00,1.6,0.9,95,19,4,11.3,98.67,No Precipitation or Fog,,
-79.4,43.63,2020,2,2,18:00:00,1.5,0.9,96,24,4,4.8,98.75,"Rain,Fog",,
-79.4,43.63,2020,2,2,19:00:00,1.3,1,98,24,4,4.8,98.85,"Rain,Fog",,
-79.4,43.63,2020,2,2,20:00:00,1.5,1.2,98,23,9,6.4,98.9,"Rain,Fog",,
-79.4,43.63,2020,2,2,21:00:00,1.5,0.8,95,22,11,8.1,98.93,"Rain,Fog",,
-79.4,43.63,2020,2,2,22:00:00,1.6,1,96,26,9,4.8,99.05,Fog,,
-79.4,43.63,2020,2,2,23:00:00,1.6,1.2,97,23,11,4,99.12,Fog,,
-79.4,43.63,2020,2,3,00:00:00,2.1,1.4,95,23,24,4.8,99.17,Fog,,
-79.4,43.63,2020,2,3,01:00:00,2.1,1.4,95,23,22,6.4,99.26,Fog,,
-79.4,43.63,2020,2,3,02:00:00,2.3,1.3,93,23,13,11.3,99.34,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,03:00:00,3.4,0.2,80,27,17,16.1,99.48,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,04:00:00,3.7,0,77,28,18,16.1,99.58,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,05:00:00,3.8,-0.8,72,29,32,16.1,99.73,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,06:00:00,3.2,-0.7,76,26,18,16.1,99.84,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,07:00:00,3.6,-1.1,71,26,21,16.1,99.94,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,08:00:00,3.5,-1.1,72,26,17,16.1,100.06,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,09:00:00,3,-0.4,78,24,18,16.1,100.11,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,10:00:00,3.2,-0.3,78,24,18,16.1,100.09,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,11:00:00,4.1,-1.5,67,27,22,16.1,100.2,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,12:00:00,4.3,-1.6,66,27,21,16.1,100.19,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,13:00:00,4.9,-1.5,63,26,24,16.1,100.1,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,14:00:00,4.7,-2,62,26,24,16.1,100.1,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,15:00:00,5.1,-1.8,61,25,22,16.1,100.11,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,16:00:00,5.2,-2.1,59,27,15,16.1,100.11,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,17:00:00,4.5,-2.1,62,26,9,16.1,100.11,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,18:00:00,4.7,-3.1,57,34,8,16.1,100.14,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,19:00:00,3.6,-2.8,63,,0,16.1,100.21,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,2,3,20:00:00,2.6,-1.2,76,7,21,16.1,100.17,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,21:00:00,2.4,-2.2,72,5,22,16.1,100.08,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,22:00:00,2.6,-2.6,69,6,18,16.1,100.01,No Precipitation or Fog,,
-79.4,43.63,2020,2,3,23:00:00,2.6,-2.7,68,6,17,16.1,99.99,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,00:00:00,2.5,-2.5,70,6,18,16.1,99.96,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,01:00:00,2.7,-3.1,66,6,21,16.1,99.88,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,02:00:00,3,-3.1,64,5,15,16.1,99.9,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,03:00:00,3.2,-3.5,62,3,21,16.1,99.86,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,04:00:00,3.2,-3.8,60,36,15,16.1,99.84,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,05:00:00,2.9,-3.3,64,31,13,16.1,99.91,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,06:00:00,2.4,-3.3,66,35,9,16.1,99.98,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,07:00:00,2.4,-3.7,64,33,11,16.1,100.06,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,08:00:00,2.3,-4.7,60,32,21,16.1,100.14,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,09:00:00,2.2,-4.5,61,34,9,16.1,100.21,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,10:00:00,2.4,-4.2,62,34,13,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,11:00:00,2.7,-3.5,64,33,15,16.1,100.31,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,12:00:00,2.9,-2.8,66,34,18,16.1,100.27,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,13:00:00,2.8,-2.2,70,31,15,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,14:00:00,2.8,-4.7,58,30,15,16.1,100.26,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,15:00:00,2.3,-5.1,58,32,22,16.1,100.32,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,16:00:00,2.2,-4.8,60,34,17,16.1,100.39,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,17:00:00,1.9,-5.3,59,33,15,16.1,100.43,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,18:00:00,1.7,-5,61,32,15,16.1,100.52,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,19:00:00,1.2,-5.1,63,34,18,16.1,100.6,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,20:00:00,1.1,-4.4,67,32,9,16.1,100.68,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,21:00:00,0.2,-7.1,58,33,18,16.1,100.69,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,22:00:00,-0.8,-8.3,57,30,28,16.1,100.75,No Precipitation or Fog,,
-79.4,43.63,2020,2,4,23:00:00,-1.4,-8.5,59,31,26,16.1,100.8,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,00:00:00,-2.1,-9.3,58,33,21,16.1,100.86,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,01:00:00,-3.5,-11.1,56,30,26,16.1,100.9,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,02:00:00,-3.9,-11.2,57,33,24,16.1,100.92,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,03:00:00,-4,-11,58,32,26,16.1,100.97,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,04:00:00,-4,-10.3,62,32,22,16.1,101.06,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,05:00:00,-4.6,-10.8,62,34,26,16.1,101.17,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,06:00:00,-4.7,-10.9,62,36,17,16.1,101.23,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,07:00:00,-5.4,-10.8,66,32,18,16.1,101.3,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,08:00:00,-6.4,-11.8,66,32,13,16.1,101.37,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,09:00:00,-6.5,-13.7,57,32,18,16.1,101.48,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,10:00:00,-5.9,-12.3,61,6,21,16.1,101.38,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,11:00:00,-5.3,-12.8,56,,5,16.1,101.51,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,2,5,12:00:00,-4.6,-12.5,54,18,9,16.1,101.39,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,13:00:00,-4.6,-12.4,55,20,8,16.1,101.34,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,14:00:00,-4.2,-11.8,56,12,8,16.1,101.14,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,15:00:00,-3.8,-11.2,57,12,9,16.1,101.15,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,16:00:00,-4,-11.1,58,12,9,16.1,101.11,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,17:00:00,-3.8,-10.7,59,12,11,16.1,101.05,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,18:00:00,-3.8,-10.4,60,8,13,16.1,100.92,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,19:00:00,-3.5,-10.3,60,7,13,16.1,100.89,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,20:00:00,-3.3,-10.7,57,9,11,16.1,100.88,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,21:00:00,-3.1,-9.6,61,8,17,16.1,100.72,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,22:00:00,-2.9,-10.2,57,7,26,16.1,100.46,No Precipitation or Fog,,
-79.4,43.63,2020,2,5,23:00:00,-2.3,-7.8,66,8,24,16.1,100.33,No Precipitation or Fog,,
-79.4,43.63,2020,2,6,00:00:00,-2.6,-4.6,86,8,22,2.4,100.29,Snow,,
-79.4,43.63,2020,2,6,01:00:00,-3.2,-4.7,89,34,15,2.4,100.19,Snow,,
-79.4,43.63,2020,2,6,02:00:00,-3.8,-5.8,86,2,15,3.6,100.06,Snow,,
-79.4,43.63,2020,2,6,03:00:00,-3.3,-5.2,87,2,26,4.8,99.96,Snow,,
-79.4,43.63,2020,2,6,04:00:00,-3.5,-5.4,87,4,22,6.4,99.88,Snow,,
-79.4,43.63,2020,2,6,05:00:00,-3.5,-5.5,86,5,22,8.1,99.78,Snow,,
-79.4,43.63,2020,2,6,06:00:00,-3.6,-5.9,84,4,24,16.1,99.75,Snow,,
-79.4,43.63,2020,2,6,07:00:00,-3.4,-5.7,84,4,22,3.2,99.62,Snow,,
-79.4,43.63,2020,2,6,08:00:00,-3.5,-5.5,86,5,24,4.8,99.58,Snow,,
-79.4,43.63,2020,2,6,09:00:00,-3.3,-5.3,86,3,21,4,99.49,Snow,,
-79.4,43.63,2020,2,6,10:00:00,-3.4,-5.9,83,3,28,4.8,99.44,Snow,,
-79.4,43.63,2020,2,6,11:00:00,-2.9,-5.7,81,1,21,16.1,99.5,Snow,,
-79.4,43.63,2020,2,6,12:00:00,-3.2,-5.6,83,1,15,3.6,99.43,Snow,,
-79.4,43.63,2020,2,6,13:00:00,-3,-6.2,79,2,15,16.1,99.36,No Precipitation or Fog,,
-79.4,43.63,2020,2,6,14:00:00,-2.8,-6.6,75,2,21,12.9,99.23,Snow,,
-79.4,43.63,2020,2,6,15:00:00,-2.9,-7.1,73,5,24,16.1,99.09,No Precipitation or Fog,,
-79.4,43.63,2020,2,6,16:00:00,-2.8,-7.2,72,3,21,16.1,99.12,No Precipitation or Fog,,
-79.4,43.63,2020,2,6,17:00:00,-2.9,-6.8,74,3,21,16.1,99.03,Snow,,
-79.4,43.63,2020,2,6,18:00:00,-3.3,-7.1,75,3,22,6.4,98.97,Snow,,
-79.4,43.63,2020,2,6,19:00:00,-3.3,-6.8,77,5,18,14.5,99.08,No Precipitation or Fog,,
-79.4,43.63,2020,2,6,20:00:00,-3.6,-6,84,5,15,4,99,Snow,,
-79.4,43.63,2020,2,6,21:00:00,-3.8,-6,85,3,18,2,98.99,Snow,,
-79.4,43.63,2020,2,6,22:00:00,-3.9,-5.6,88,1,11,1.6,98.96,Snow,,
-79.4,43.63,2020,2,6,23:00:00,-4,-6,86,1,18,2,98.85,Snow,,
-79.4,43.63,2020,2,7,00:00:00,-4.1,-6.4,84,3,17,2.8,98.88,Snow,,
-79.4,43.63,2020,2,7,01:00:00,-4.2,-6.4,85,36,9,4.8,98.81,Snow,,
-79.4,43.63,2020,2,7,02:00:00,-4.3,-6.6,84,35,13,3.2,98.72,Snow,,
-79.4,43.63,2020,2,7,03:00:00,-4.1,-6.8,82,33,8,14.5,98.75,Snow,,
-79.4,43.63,2020,2,7,04:00:00,-4.2,-7.3,79,34,17,11.3,98.7,Snow,,
-79.4,43.63,2020,2,7,05:00:00,-4.5,-7,83,36,17,4.8,98.45,Snow,,
-79.4,43.63,2020,2,7,06:00:00,-4.2,-7.6,77,35,21,16.1,98.45,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,07:00:00,-3.9,-7.6,76,36,21,16.1,98.44,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,08:00:00,-3.8,-7.6,75,36,15,16.1,98.5,Snow,,
-79.4,43.63,2020,2,7,09:00:00,-4,-7.7,75,35,17,16.1,98.49,Snow,,
-79.4,43.63,2020,2,7,10:00:00,-4.2,-7,81,35,17,3.6,98.51,Snow,,
-79.4,43.63,2020,2,7,11:00:00,-4.2,-7,81,33,24,3.2,98.58,Snow,,
-79.4,43.63,2020,2,7,12:00:00,-3.5,-8.6,68,32,22,16.1,98.6,Snow,,
-79.4,43.63,2020,2,7,13:00:00,-3.4,-8.9,66,32,26,16.1,98.61,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,14:00:00,-3.7,-9.4,65,32,30,16.1,98.73,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,15:00:00,-3.7,-9.4,65,32,24,16.1,98.84,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,16:00:00,-4.3,-10.5,62,31,35,16.1,99.02,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,17:00:00,-4.7,-11.3,60,30,32,16.1,99.2,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,18:00:00,-5.1,-12.1,58,31,32,16.1,99.42,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,19:00:00,-5.3,-12.3,58,29,24,16.1,99.62,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,20:00:00,-5.9,-11.9,63,28,26,16.1,99.78,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,21:00:00,-6.4,-12,65,28,22,16.1,99.95,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,22:00:00,-6.4,-12.2,64,28,21,16.1,100.09,No Precipitation or Fog,,
-79.4,43.63,2020,2,7,23:00:00,-6.6,-12.3,64,30,17,16.1,100.17,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,00:00:00,-7,-12.1,67,27,21,16.1,100.29,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,01:00:00,-7.1,-12.2,67,28,18,16.1,100.39,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,02:00:00,-7.4,-12.1,69,28,17,16.1,100.42,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,03:00:00,-8.6,-13.9,66,32,11,16.1,100.52,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,04:00:00,-9.9,-16.1,61,35,13,16.1,100.65,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,05:00:00,-11.1,-18,57,34,18,16.1,100.76,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,06:00:00,-11.6,-17.5,62,31,11,16.1,100.87,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,07:00:00,-12,-17.5,64,32,15,16.1,100.98,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,08:00:00,-12.3,-18,63,33,11,16.1,101.1,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,09:00:00,-12.2,-18.1,62,32,17,14.5,101.24,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,10:00:00,-11.3,-17.5,61,31,8,16.1,101.33,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,11:00:00,-10.1,-16.5,60,,4,16.1,101.43,No Precipitation or Fog,MISSING VALUE,
-79.4,43.63,2020,2,8,12:00:00,-9.3,-16.6,56,29,5,16.1,101.44,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,13:00:00,-8.8,-15,61,21,9,16.1,101.43,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,14:00:00,-8.3,-15.1,58,19,8,16.1,101.43,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,15:00:00,-7.8,-14.1,61,16,11,16.1,101.44,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,16:00:00,-7.5,-14.1,60,11,5,16.1,101.49,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,17:00:00,-7.7,-14,61,12,8,16.1,101.58,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,18:00:00,-7.8,-13.7,63,10,5,16.1,101.65,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,19:00:00,-7.5,-12.4,68,11,8,16.1,101.71,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,20:00:00,-6.8,-11.4,70,14,8,16.1,101.74,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,21:00:00,-6.6,-10.9,72,10,8,16.1,101.76,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,22:00:00,-6.3,-10.3,73,9,9,16.1,101.79,No Precipitation or Fog,,
-79.4,43.63,2020,2,8,23:00:00,-5.9,-9.8,74,11,8,16.1,101.81,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,00:00:00,-5.5,-8.9,77,9,8,16.1,101.79,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,01:00:00,-5.6,-8.9,78,8,9,16.1,101.82,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,02:00:00,-5.7,-8.8,79,7,11,16.1,101.86,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,03:00:00,-5.7,-8.8,79,8,8,16.1,101.9,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,04:00:00,-5.5,-8.3,81,7,15,16.1,101.93,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,05:00:00,-6.3,-9.2,80,8,17,16.1,101.95,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,06:00:00,-5.8,-7.9,85,8,17,16.1,101.96,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,07:00:00,-5,-6.8,87,7,18,16.1,101.98,Snow,,
-79.4,43.63,2020,2,9,08:00:00,-3.3,-5.5,85,12,5,16.1,102.01,Snow,,
-79.4,43.63,2020,2,9,09:00:00,-2.3,-5.5,79,11,9,16.1,102.03,Snow,,
-79.4,43.63,2020,2,9,10:00:00,-1.9,-4.9,80,11,11,16.1,102.04,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,11:00:00,-1.2,-4.4,79,8,11,16.1,102.01,No Precipitation or Fog,,
-79.4,43.63,2020,2,9,12:00:00,-0.6,-3.5,81,14,5,16.1,101.98,No Precipitation or Fog,,
